,gp,fgm,fga,fg,3p_made,3pa,3p,ftm,fta,ft,oreb,dreb,target_5yrs,points_per_minute,total_contribution
859,65,4.7,9.8,47.7,0.0,0.1,33.3,2.9,3.5,82.5,2.1,3.6,1,0.5082644628099174,18.6
860,78,2.8,6.1,46.2,0.4,1.2,32.3,1.5,1.9,77.7,1.7,3.2,1,0.331858407079646,14.1
861,61,2.8,5.8,48.7,0.0,0.1,33.3,1.8,2.4,75.2,1.7,3.2,1,0.33628318584070793,13.299999999999999
862,72,3.2,7.8,40.7,0.8,2.0,39.7,2.1,2.8,75.2,0.8,1.5,1,0.4345794392523365,12.800000000000002
863,61,3.3,8.1,41.5,1.3,3.5,38.0,1.6,1.8,90.0,0.2,1.7,0,0.4778325123152709,11.999999999999998
864,79,2.4,5.4,44.2,0.3,1.0,26.3,1.6,2.0,80.0,0.2,1.8,1,0.3316831683168317,10.7
865,81,2.7,5.7,47.0,0.4,1.1,34.8,0.3,0.5,63.4,0.5,2.6,0,0.30808080808080807,13.299999999999999
866,80,2.5,5.2,47.8,0.4,1.1,33.3,1.4,1.7,81.2,0.7,2.3,1,0.3383838383838384,10.200000000000001
867,49,2.7,6.5,41.5,0.6,1.7,34.1,0.9,1.2,71.2,0.4,1.7,1,0.3756906077348066,10.2
868,61,2.3,5.7,39.9,1.1,3.0,35.7,1.0,1.2,85.9,0.5,1.7,1,0.3771428571428571,9.1
869,79,3.1,6.8,45.0,0.8,2.3,37.2,1.0,1.3,73.6,0.4,1.4,0,0.4593023255813954,10.300000000000002
870,67,2.0,3.4,59.6,0.0,0.0,0.0,1.1,1.8,57.7,1.6,2.9,1,0.30177514792899407,10.2
871,67,2.0,3.4,59.6,0.0,0.0,0.0,1.1,1.8,57.7,1.6,2.9,0,0.30177514792899407,10.2
872,36,2.1,5.0,41.4,0.7,1.6,41.4,0.9,1.1,80.5,0.6,1.3,1,0.3694267515923567,8.1
873,80,1.3,3.2,39.5,0.1,0.5,22.5,0.6,0.9,66.2,0.5,1.4,0,0.2077922077922078,6.299999999999999
874,69,2.5,4.8,52.4,0.0,0.0,0.0,2.0,2.4,81.0,1.4,1.9,1,0.4697986577181208,10.200000000000001
875,66,1.5,3.9,38.0,0.3,1.2,28.2,0.5,0.7,78.3,0.3,0.9,0,0.2585034013605442,6.199999999999998
876,18,1.7,4.9,33.7,0.4,1.4,26.9,0.9,1.3,73.9,0.4,1.3,0,0.3533834586466165,8.100000000000001
877,59,1.3,2.6,51.0,0.2,0.3,50.0,0.7,0.8,78.0,1.1,2.3,1,0.265625,7.3999999999999995
878,37,1.0,2.2,45.7,0.0,0.0,0.0,1.0,1.2,80.0,0.8,1.4,1,0.25862068965517243,5.1000000000000005
879,68,1.5,3.4,44.3,0.0,0.0,0.0,1.1,1.7,66.1,0.6,1.5,1,0.38679245283018865,6.3
880,43,1.3,2.8,48.3,0.0,0.0,0.0,0.7,0.8,88.2,0.9,1.2,0,0.3541666666666667,5.300000000000001
881,39,0.7,2.1,35.8,0.0,0.4,6.7,0.3,0.6,50.0,0.2,0.6,1,0.18947368421052632,2.6
882,51,1.0,2.7,39.0,0.1,0.3,23.5,0.6,0.8,69.8,0.3,0.7,0,0.29670329670329676,4.6
883,23,1.2,3.3,36.8,0.2,0.9,25.0,0.8,1.0,75.0,0.8,0.9,1,0.3863636363636363,5.799999999999999
884,32,3.2,6.9,46.2,0.9,2.1,44.1,0.9,1.1,85.7,0.4,2.1,0,0.36244541484716164,14.0
885,39,0.6,2.3,25.0,0.3,1.4,18.5,0.4,0.4,94.1,0.1,0.6,0,0.20689655172413796,3.9
886,57,0.8,1.7,45.4,0.0,0.0,0.0,0.8,1.2,60.6,1.0,1.4,1,0.27058823529411763,4.999999999999999
887,46,0.7,1.8,40.2,0.0,0.0,0.0,0.2,0.6,29.6,0.7,1.0,1,0.21917808219178084,3.6999999999999997
888,33,0.6,1.3,45.5,0.0,0.1,0.0,0.3,0.7,47.8,0.8,0.7,0,0.2727272727272727,3.4000000000000004
889,73,6.1,13.7,44.7,0.0,0.0,0.0,2.9,4.7,60.9,3.8,7.1,1,0.4241573033707865,27.7
890,82,3.3,6.7,49.3,0.6,1.7,33.1,1.9,2.6,74.3,1.1,4.6,1,0.27439024390243905,18.3
891,82,4.3,8.3,52.0,0.0,0.0,0.0,3.4,5.0,67.1,3.5,6.5,1,0.36809815950920244,23.499999999999996
892,80,3.8,8.0,47.0,0.2,0.7,23.2,2.4,2.9,82.3,2.4,3.6,1,0.3400673400673401,17.999999999999996
893,74,3.7,8.1,45.5,0.1,0.3,17.4,2.2,3.2,68.8,2.0,4.2,1,0.35018050541516244,18.499999999999996
894,82,2.1,6.0,35.2,1.1,3.2,35.5,0.6,0.8,73.1,0.3,2.3,1,0.22264150943396227,13.0
895,76,3.9,9.8,39.4,1.1,3.7,28.8,1.5,2.1,68.9,0.5,1.5,1,0.42040816326530617,13.6
896,78,2.1,4.8,43.2,0.0,0.1,25.0,0.9,1.4,67.3,0.8,1.9,1,0.23943661971830985,9.5
897,79,3.6,7.9,45.5,0.6,1.8,31.2,0.9,1.4,68.2,0.7,1.8,1,0.4264705882352941,13.6
898,62,3.0,7.0,42.7,0.3,0.8,30.8,0.8,1.1,72.7,2.0,3.5,0,0.3932584269662921,13.000000000000002
899,68,2.5,6.3,39.3,0.3,1.0,24.6,1.5,2.0,78.9,0.1,1.4,1,0.346938775510204,10.4
900,23,1.6,5.5,29.1,0.6,2.3,25.9,0.2,0.3,62.5,0.7,2.0,0,0.20833333333333334,7.6000000000000005
901,82,3.0,5.6,53.3,0.5,1.1,42.4,0.7,0.9,78.9,1.3,2.2,1,0.380952380952381,11.499999999999998
902,43,2.5,4.3,57.6,0.0,0.0,0.0,1.2,2.1,57.1,1.1,2.0,0,0.3446327683615819,10.000000000000002
903,80,2.2,4.9,44.2,0.0,0.2,23.1,1.5,2.2,69.5,1.1,1.9,1,0.34104046242774566,10.2
904,82,2.3,4.3,53.7,0.0,0.0,0.0,1.0,1.4,70.3,1.9,2.7,1,0.32941176470588235,10.799999999999999
905,77,2.4,5.0,47.5,0.2,0.4,38.7,1.5,2.0,73.7,1.1,1.8,1,0.39024390243902446,10.400000000000002
906,76,2.1,4.8,42.9,0.6,1.7,33.6,1.0,1.4,75.7,0.4,1.0,1,0.37012987012987014,9.4
907,46,1.8,4.3,41.2,0.0,0.1,0.0,1.0,1.6,64.0,1.4,2.4,0,0.3006535947712418,8.799999999999999
908,71,2.7,5.2,52.8,0.0,0.0,0.0,1.2,1.9,63.0,1.7,2.7,1,0.4527027027027027,11.600000000000003
909,25,1.4,3.8,36.2,0.7,2.2,30.4,0.3,0.4,77.8,0.3,1.2,0,0.2605633802816902,5.999999999999999
910,68,1.8,4.8,37.2,0.4,1.3,35.3,0.9,1.4,66.7,0.7,1.0,0,0.37593984962406013,7.2
911,62,1.4,3.2,42.9,0.0,0.1,33.3,0.8,1.1,70.1,0.3,1.0,1,0.2692307692307692,6.3999999999999995
912,67,1.7,4.3,40.4,0.0,0.1,33.3,0.7,1.5,43.6,1.1,1.9,1,0.3153846153846154,7.500000000000001
913,39,1.7,4.0,42.6,0.6,1.7,35.8,0.5,0.7,70.4,0.4,1.3,1,0.34615384615384615,7.699999999999999
914,38,1.2,3.3,36.3,0.4,1.4,26.9,0.4,0.5,73.7,0.3,0.8,0,0.2440944881889764,5.8
915,36,1.2,3.5,33.6,0.3,1.4,24.5,0.4,0.7,62.5,0.1,0.8,0,0.25833333333333336,5.1000000000000005
916,76,2.0,5.1,39.4,0.3,1.3,22.0,1.3,1.6,78.0,0.3,1.6,0,0.3373493975903614,9.5
917,38,1.2,3.0,38.9,0.2,0.6,27.3,0.9,1.3,68.8,0.5,0.9,0,0.28947368421052627,5.699999999999998
918,11,1.1,1.8,60.0,0.0,0.0,0.0,0.2,0.5,33.3,1.5,1.8,0,0.22641509433962265,6.400000000000001
919,45,1.0,2.6,38.5,0.1,0.6,20.0,0.8,1.2,65.5,0.6,0.6,1,0.2871287128712871,4.7
920,79,7.9,18.9,41.7,0.8,2.7,29.0,4.4,5.8,75.4,1.3,4.2,1,0.5291139240506328,31.1
921,82,7.6,17.9,42.6,0.8,2.6,32.2,5.0,6.4,77.7,2.2,3.8,1,0.5753424657534246,28.6
922,76,4.2,10.8,38.6,1.9,4.9,39.0,1.8,2.2,80.4,0.6,2.9,1,0.33707865168539325,21.1
923,61,6.1,13.1,46.5,0.3,0.9,30.2,3.8,5.1,74.7,1.4,2.7,1,0.46418338108882523,23.5
924,75,4.4,9.5,45.9,0.1,0.2,35.7,2.7,3.8,70.1,2.5,4.9,1,0.34328358208955223,20.7
925,70,4.0,9.9,40.0,0.6,1.9,30.5,1.1,1.4,78.6,1.0,2.8,1,0.3287671232876712,14.499999999999998
926,55,2.8,7.2,38.4,0.1,0.4,23.8,1.5,1.8,81.6,0.7,2.5,1,0.26492537313432835,15.500000000000004
927,73,2.5,6.2,40.3,0.9,2.6,35.8,0.9,1.4,63.1,1.5,2.9,1,0.27755102040816326,12.1
928,75,2.7,6.0,45.9,0.0,0.0,0.0,1.9,2.4,76.5,2.5,3.8,1,0.3054393305439331,14.0
929,67,3.4,7.9,43.0,0.3,1.0,30.3,1.4,2.1,70.3,2.2,3.3,1,0.3628691983122363,16.3
930,82,2.4,5.3,46.0,0.0,0.0,0.0,1.2,1.7,69.7,1.5,4.1,1,0.2711111111111111,12.0
931,37,1.5,4.2,35.9,0.4,1.4,30.2,0.8,1.1,71.8,0.2,1.1,0,0.2709677419354839,8.4
932,38,1.7,3.6,45.7,0.1,0.3,15.4,1.1,1.6,70.5,1.4,2.6,1,0.23560209424083767,9.4
933,47,2.4,6.0,39.4,0.1,0.2,44.4,1.4,2.2,62.9,1.2,2.4,1,0.3263157894736842,11.0
934,75,2.1,5.4,38.6,1.0,2.7,37.1,0.7,0.9,82.1,0.2,1.3,1,0.3172043010752688,9.500000000000002
935,56,3.6,7.3,49.4,0.2,0.6,30.6,1.1,1.4,76.9,1.2,1.4,1,0.45698924731182794,13.499999999999998
936,41,1.8,5.0,35.5,0.2,0.8,21.2,0.5,0.9,59.5,1.4,3.0,1,0.23463687150837992,10.2
937,81,2.2,5.5,40.0,0.3,1.1,31.4,1.2,1.6,75.6,0.4,1.3,1,0.34502923976608185,9.499999999999998
938,69,2.1,5.1,41.4,0.4,1.2,33.8,0.9,1.1,82.3,0.5,1.1,1,0.3416149068322981,9.200000000000001
939,53,2.7,6.7,40.1,0.4,1.2,31.1,1.1,1.5,72.8,0.3,0.9,1,0.47586206896551725,8.6
940,24,1.8,4.5,40.4,0.5,1.4,38.2,0.5,1.0,47.8,1.0,1.8,0,0.3112582781456954,9.0
941,57,2.0,5.3,38.0,0.2,0.7,25.6,0.8,1.0,78.6,0.4,0.9,1,0.37037037037037035,7.199999999999999
942,71,1.5,3.2,47.4,0.0,0.0,0.0,0.8,1.1,71.3,1.6,2.5,1,0.2900763358778626,8.900000000000002
943,35,1.9,4.0,47.5,0.0,0.1,0.0,0.6,0.8,75.0,0.9,2.0,1,0.34920634920634924,8.4
944,41,1.1,3.2,35.4,0.2,0.7,30.0,0.5,0.7,81.5,0.7,1.0,0,0.24193548387096772,5.2
945,74,1.6,4.4,35.2,1.1,2.8,39.1,0.3,0.3,79.2,0.4,1.1,1,0.37815126050420167,6.3
946,49,2.0,4.7,42.4,0.7,1.8,40.4,0.9,1.1,81.1,0.3,1.9,0,0.37837837837837834,8.999999999999998
947,36,1.5,3.2,45.7,0.0,0.1,0.0,0.5,1.2,44.2,1.4,1.9,0,0.30973451327433627,7.1000000000000005
948,41,1.3,3.1,40.3,0.5,1.1,47.7,0.5,0.6,83.3,0.5,0.9,1,0.3365384615384615,4.999999999999999
949,72,0.9,2.1,42.5,0.2,0.5,33.3,0.4,0.6,70.5,0.5,1.2,1,0.2376237623762376,5.700000000000001
950,38,0.7,2.3,29.1,0.1,0.3,30.0,0.4,0.7,64.0,0.2,0.8,0,0.1875,3.8
951,54,1.2,2.6,45.3,0.6,1.7,37.0,0.4,0.5,88.5,0.2,0.8,0,0.39080459770114945,5.1000000000000005
952,16,0.4,1.0,43.8,0.1,0.2,33.3,0.3,0.4,66.7,0.1,0.3,1,0.2727272727272727,1.4000000000000004
953,78,5.5,13.2,41.6,0.4,1.4,31.8,4.0,4.8,82.4,1.7,3.4,1,0.42076502732240434,22.9
954,55,2.2,4.4,50.4,0.3,0.9,38.3,1.3,1.7,75.0,0.3,1.5,0,0.4054054054054054,8.3
955,82,4.8,10.1,47.2,0.0,0.1,20.0,3.9,5.9,66.1,3.0,5.7,1,0.43130990415335463,22.900000000000002
956,47,4.7,12.9,36.9,1.2,3.7,31.6,2.7,3.4,80.0,0.4,1.3,0,0.4542372881355932,17.0
957,70,5.1,11.1,45.7,0.2,0.7,29.2,2.2,3.0,71.2,2.3,4.2,1,0.4664179104477612,19.4
958,75,3.6,9.1,39.9,0.9,2.7,32.2,1.4,2.1,64.0,0.4,2.2,0,0.3639846743295019,15.8
959,81,4.1,7.6,53.6,0.0,0.0,0.0,1.8,2.4,77.1,2.5,5.0,1,0.3952569169960474,18.8
960,49,3.7,6.9,52.9,0.0,0.3,14.3,1.6,3.0,52.1,2.2,3.5,1,0.42788461538461536,15.300000000000004
961,82,2.1,5.7,36.2,0.1,0.3,25.0,0.9,1.4,65.2,0.5,2.5,0,0.20901639344262296,10.799999999999999
962,64,2.7,7.3,36.9,1.6,4.5,35.3,1.3,1.7,76.6,0.3,2.0,0,0.35319148936170214,13.0
963,33,1.9,4.6,40.5,0.9,2.8,32.3,0.6,0.8,76.0,0.7,2.2,0,0.22807017543859648,9.200000000000001
964,70,1.2,3.8,30.5,0.6,2.1,29.3,0.2,0.2,80.0,0.2,1.1,0,0.21678321678321677,5.2
965,59,2.8,7.3,39.3,0.4,1.3,26.9,0.8,1.1,79.0,0.6,2.1,0,0.2948717948717949,12.0
966,72,2.9,7.9,36.2,0.7,2.4,29.2,1.1,1.4,73.1,0.4,2.2,1,0.35714285714285715,11.200000000000001
967,67,1.0,2.1,47.1,0.0,0.0,0.0,1.2,2.3,51.9,2.5,4.1,1,0.15686274509803924,10.299999999999999
968,66,2.1,5.1,40.2,0.6,1.8,32.2,1.5,1.8,83.1,0.4,1.4,1,0.37125748502994016,9.399999999999999
969,75,2.6,6.2,42.2,0.2,1.1,22.2,0.9,1.2,78.4,1.1,2.3,0,0.38554216867469876,10.399999999999999
970,82,2.0,5.1,40.3,0.6,1.8,34.7,1.0,1.2,78.0,0.8,1.8,1,0.3584905660377358,9.4
971,82,2.0,5.1,40.3,0.6,1.8,34.7,1.0,1.2,78.0,0.8,1.8,1,0.3584905660377358,9.4
972,27,2.0,4.3,46.6,0.0,0.1,0.0,1.7,2.3,72.6,1.4,1.7,0,0.4042553191489362,9.400000000000002
973,72,1.7,4.5,37.3,0.7,2.3,31.5,1.0,1.5,68.6,0.4,0.8,0,0.32075471698113206,7.1
974,42,2.5,6.5,38.4,0.6,2.0,29.8,0.9,1.1,80.4,0.3,1.4,1,0.4155844155844156,8.799999999999999
975,52,1.8,3.6,49.5,0.0,0.0,0.0,1.0,1.4,70.3,1.2,2.1,1,0.2922077922077922,7.899999999999999
976,46,1.1,3.2,33.8,0.2,0.8,28.6,0.8,1.0,78.7,0.4,1.1,1,0.21333333333333335,6.8
977,35,1.6,3.7,43.4,0.0,0.1,0.0,1.6,2.3,69.5,0.7,1.6,0,0.3453237410071942,7.699999999999998
978,51,1.5,3.8,38.7,0.4,1.1,33.3,0.6,0.8,67.4,0.3,0.8,0,0.29770992366412213,5.3
979,55,1.7,3.7,46.6,0.0,0.0,0.0,1.3,1.9,68.0,1.2,1.8,0,0.3870967741935484,7.8999999999999995
980,58,1.0,2.6,38.5,0.2,0.4,41.7,0.2,0.3,50.0,0.3,1.1,0,0.19491525423728812,4.499999999999999
981,51,2.2,4.4,51.4,0.2,0.9,18.2,1.0,1.5,68.9,1.2,1.4,0,0.40579710144927533,9.4
982,76,1.3,3.2,39.3,0.3,0.9,27.9,0.2,0.3,69.6,0.3,0.9,1,0.2608695652173913,4.5
983,39,1.7,3.9,43.1,0.1,0.3,25.0,0.7,1.0,68.4,0.5,0.8,0,0.3628318584070796,5.9
984,46,1.6,3.0,52.1,0.0,0.0,0.0,0.5,1.1,50.0,0.7,1.6,1,0.3557692307692308,6.3
985,50,1.4,3.4,41.2,0.4,1.2,36.1,0.4,0.5,80.8,0.2,0.7,1,0.3592233009708738,5.5
986,42,1.3,2.8,44.9,0.5,1.1,42.6,0.3,0.4,64.7,0.1,1.0,1,0.3173076923076923,5.0
987,48,0.7,2.5,29.2,0.0,0.0,0.0,0.5,0.8,59.0,0.7,1.4,0,0.2043010752688172,4.300000000000001
988,64,0.8,1.8,41.4,0.2,0.5,32.3,0.4,0.5,74.3,0.3,0.7,1,0.26582278481012656,3.5999999999999996
989,36,1.1,2.9,37.9,0.2,0.7,28.0,0.2,0.3,70.0,0.2,0.6,0,0.34210526315789475,3.7999999999999994
990,53,1.1,2.2,50.0,0.1,0.2,33.3,0.1,0.4,35.0,0.3,0.7,0,0.38095238095238093,3.5
991,57,2.0,4.9,41.0,0.6,1.9,32.4,0.3,0.4,79.2,0.2,1.3,0,0.4098360655737705,8.299999999999999
992,19,0.6,1.9,29.7,0.3,0.7,35.7,0.2,0.2,75.0,0.1,0.4,0,0.27586206896551724,2.7
993,78,5.3,12.3,42.9,1.3,3.5,37.3,2.5,3.6,70.0,2.3,3.1,1,0.36272040302267,23.200000000000003
994,80,5.8,13.6,42.6,1.0,3.1,33.3,1.8,2.6,67.1,1.6,2.7,1,0.4376899696048632,21.4
995,80,3.6,9.5,38.0,0.5,2.2,24.0,1.6,2.3,70.4,1.0,2.8,1,0.3081967213114754,20.000000000000004
996,77,3.5,8.3,41.9,0.8,2.5,32.3,1.4,2.1,67.5,0.4,2.1,1,0.3129251700680272,15.399999999999999
997,78,3.4,8.1,42.5,0.8,2.1,36.4,1.1,1.5,76.3,0.8,2.4,1,0.30313588850174217,14.199999999999998
998,55,1.3,3.2,40.6,0.4,1.5,26.5,0.8,1.0,80.0,0.3,2.1,0,0.3220338983050847,7.099999999999999
999,73,3.3,9.1,36.6,1.2,3.7,33.0,0.9,1.2,74.4,1.6,4.1,1,0.3384615384615385,16.599999999999998
1000,77,3.3,7.6,43.0,0.5,1.7,29.2,0.5,0.7,77.4,1.0,2.4,1,0.30120481927710846,13.300000000000002
1001,47,3.7,8.2,45.3,0.8,2.4,34.5,2.6,3.4,77.5,0.9,1.9,1,0.4430894308943089,16.999999999999996
1002,79,3.4,7.5,45.7,0.2,0.7,23.2,2.4,3.4,71.3,1.1,2.6,1,0.3868312757201646,14.900000000000004
1003,67,2.7,6.7,40.0,0.1,0.5,12.1,1.7,2.0,83.8,0.7,1.7,1,0.3157894736842105,12.7
1004,70,2.3,4.9,46.1,0.0,0.0,0.0,1.9,2.6,74.0,2.0,2.3,1,0.3106796116504854,11.300000000000002
1005,62,1.8,3.6,49.3,0.0,0.0,0.0,1.6,2.6,60.6,2.3,2.9,1,0.25,11.8
1006,71,2.1,4.3,49.7,0.0,0.0,0.0,1.9,3.1,60.4,1.6,3.2,1,0.3112244897959183,12.0
1007,77,1.5,3.6,42.1,0.0,0.0,50.0,1.5,2.1,70.1,1.7,2.2,1,0.2459016393442623,9.6
1008,82,2.2,5.2,42.1,0.0,0.1,33.3,1.5,1.9,77.6,1.2,2.7,1,0.33333333333333337,10.400000000000002
1009,68,1.6,4.3,38.4,0.2,1.1,19.2,0.3,0.4,64.3,1.1,2.0,0,0.2331288343558282,7.800000000000002
1010,72,2.6,5.2,50.1,0.0,0.0,0.0,1.5,2.2,65.6,1.5,2.2,1,0.41875,10.7
1011,36,2.0,5.5,36.7,0.2,0.8,25.9,1.0,1.3,78.3,0.5,1.0,0,0.33974358974358976,9.1
1012,64,1.5,3.3,45.3,0.3,0.7,36.4,0.4,0.6,63.9,0.5,0.8,1,0.2384105960264901,7.1000000000000005
1013,57,1.6,4.3,38.7,0.0,0.0,0.0,1.2,1.7,70.7,1.1,2.4,1,0.3146853146853147,8.8
1014,62,1.8,5.3,34.1,0.7,2.6,28.4,0.8,1.2,67.1,0.2,0.9,0,0.3687943262411348,7.5
1015,35,0.8,2.3,35.0,0.3,1.4,24.5,0.5,0.6,72.7,0.1,1.3,0,0.21238938053097342,4.6
1016,47,1.7,3.2,53.6,0.0,0.0,0.0,0.9,1.6,55.4,1.2,2.7,1,0.3282442748091603,8.799999999999999
1017,40,1.2,2.9,42.6,0.1,0.3,33.3,0.5,0.7,75.0,0.3,0.8,0,0.3069306930693069,5.6
1018,53,1.3,2.8,45.6,0.0,0.0,0.0,1.0,1.8,58.5,0.8,1.1,1,0.3711340206185567,6.1
1019,60,0.6,1.6,34.4,0.0,0.0,0.0,0.7,1.0,73.3,0.8,1.3,1,0.20930232558139536,4.5
1020,53,1.2,2.2,51.7,0.0,0.0,0.0,0.8,1.1,73.7,0.6,1.4,0,0.3647058823529412,4.799999999999999
1021,54,1.4,3.2,42.9,0.0,0.1,0.0,0.4,0.9,50.0,0.9,0.7,1,0.4,5.3
1022,21,1.2,3.2,38.2,0.7,1.9,38.5,0.6,0.6,92.3,0.1,0.4,0,0.5135135135135135,5.2
1023,41,1.2,2.6,44.9,0.0,0.0,0.0,0.4,0.7,66.7,0.8,0.9,1,0.48275862068965514,4.699999999999999
1024,35,0.8,2.4,31.8,0.1,0.5,29.4,0.1,0.3,50.0,0.3,0.2,0,0.32142857142857145,2.5
1025,39,1.9,3.4,57.1,0.0,0.0,0.0,0.8,1.4,54.5,1.3,1.9,0,0.43119266055045874,8.600000000000001
1026,68,5.1,11.4,44.5,0.0,0.2,9.1,1.8,2.8,63.0,2.0,5.4,1,0.3592814371257485,22.099999999999998
1027,48,4.9,10.6,46.7,0.1,0.5,21.7,3.2,4.0,80.2,2.5,5.0,1,0.4489795918367347,21.3
1028,82,4.5,10.3,43.6,1.8,4.4,40.7,1.1,1.6,71.1,0.8,3.2,1,0.40893470790378006,17.200000000000003
1029,81,3.9,7.8,50.5,0.0,0.2,5.3,1.5,2.9,52.1,1.6,4.3,1,0.3574144486692015,16.8
1030,80,3.6,8.4,43.1,0.8,2.1,38.2,1.3,1.8,71.7,1.4,1.8,1,0.4115044247787611,13.900000000000002
1031,51,3.4,8.7,38.9,0.0,0.1,0.0,1.8,2.8,66.7,1.7,2.0,0,0.3822222222222222,13.3
1032,72,3.9,9.0,43.0,0.1,0.5,25.6,1.6,2.2,72.7,1.1,3.3,1,0.4337899543378996,13.900000000000002
1033,77,3.2,7.4,42.5,0.7,2.0,33.5,1.3,1.8,71.9,0.5,2.2,1,0.3796296296296296,12.299999999999999
1034,65,3.7,8.8,41.7,0.3,0.7,37.0,1.9,2.3,82.0,0.6,1.6,0,0.4460093896713615,12.399999999999999
1035,59,2.9,6.6,44.2,0.0,0.0,0.0,1.7,2.1,79.4,1.8,2.9,1,0.3838383838383838,12.400000000000002
1036,63,1.4,3.3,42.7,0.4,1.3,31.6,0.5,0.8,63.3,0.4,1.7,0,0.3457943925233645,5.9
1037,78,2.4,5.6,43.1,0.2,0.9,26.9,0.9,1.2,73.6,0.9,2.3,1,0.3025641025641026,10.000000000000004
1038,50,2.3,6.2,37.0,0.6,1.7,33.3,1.1,1.4,77.8,0.4,1.2,0,0.33689839572192515,10.700000000000001
1039,76,3.1,6.9,44.2,0.7,2.0,33.1,1.3,2.1,62.7,1.4,2.0,1,0.45251396648044695,12.2
1040,64,1.6,3.1,50.5,0.0,0.0,0.0,0.7,1.0,69.7,1.5,2.1,1,0.22674418604651164,8.799999999999999
1041,61,1.8,5.0,35.2,0.7,1.9,35.0,0.4,0.6,79.4,0.1,1.3,1,0.26744186046511625,7.899999999999997
1042,78,1.9,5.0,37.4,0.5,1.6,32.3,0.8,1.1,73.6,0.7,1.6,1,0.30357142857142855,7.999999999999999
1043,80,1.9,4.2,45.1,0.0,0.1,0.0,1.1,1.8,60.3,1.4,2.2,1,0.2987804878048781,9.9
1044,76,1.9,4.8,40.9,0.4,1.1,35.0,1.6,2.4,69.8,0.1,1.1,1,0.3619631901840491,8.8
1045,78,2.1,5.1,40.0,0.1,0.2,29.4,1.2,1.8,70.8,0.3,1.4,1,0.33128834355828224,8.6
1046,53,1.7,4.2,41.4,1.0,2.6,39.6,0.5,0.6,90.3,0.2,1.0,0,0.3105590062111801,7.300000000000001
1047,42,1.6,3.2,48.5,0.0,0.0,0.0,0.8,1.0,74.4,0.7,1.5,1,0.34821428571428575,6.3999999999999995
1048,50,2.1,4.9,42.1,0.4,1.1,34.5,0.5,0.7,68.6,0.1,0.7,1,0.45454545454545453,6.3999999999999995
1049,55,2.0,3.9,50.5,0.0,0.2,16.7,0.8,1.1,72.4,0.7,0.7,0,0.4444444444444444,6.699999999999999
1050,54,1.2,2.5,47.8,0.0,0.0,0.0,0.8,1.1,68.9,0.6,1.2,0,0.28703703703703703,5.0
1051,25,2.6,6.4,41.3,0.5,1.8,28.3,0.9,1.2,76.7,0.2,2.0,0,0.29646017699115046,10.899999999999999
1052,38,1.4,3.4,39.7,0.5,1.3,38.0,0.8,1.1,72.5,0.1,1.1,0,0.39603960396039606,5.6000000000000005
1053,70,0.8,1.6,48.7,0.0,0.0,100.0,0.4,0.5,70.3,1.1,1.1,1,0.2173913043478261,4.299999999999999
1054,40,0.8,2.3,34.1,0.0,0.3,8.3,0.7,1.0,68.4,0.2,0.5,1,0.30136986301369867,3.1000000000000005
1055,81,7.8,16.1,48.2,0.0,0.0,0.0,4.5,6.6,68.5,4.3,5.7,1,0.5432432432432432,31.599999999999998
1056,76,5.9,13.5,43.8,0.8,2.2,36.0,4.0,5.5,71.9,2.1,5.7,1,0.4560439560439561,27.700000000000003
1057,77,6.5,14.5,44.5,1.4,4.0,34.5,3.7,4.7,78.6,2.0,3.3,1,0.4986149584487534,27.799999999999997
1058,72,4.3,10.5,40.7,0.8,2.7,31.4,2.6,3.9,67.4,0.9,3.4,1,0.3858520900321543,18.900000000000002
1059,73,4.7,9.2,51.1,0.4,1.1,35.9,1.8,2.2,82.6,1.2,2.5,0,0.39057239057239057,18.1
1060,72,2.4,5.7,42.4,0.2,0.8,28.1,1.7,2.2,75.3,1.8,3.4,1,0.25,14.899999999999999
1061,82,4.1,9.2,44.9,0.1,0.6,20.4,2.8,3.6,77.4,1.0,2.4,1,0.43529411764705883,19.5
1062,81,2.8,6.6,42.9,1.0,2.7,37.3,1.5,1.9,80.0,1.0,2.9,1,0.32411067193675885,14.3
1063,72,2.9,7.4,39.9,0.4,1.7,26.2,1.9,2.9,66.0,2.0,4.0,1,0.332,15.500000000000002
1064,51,4.4,9.2,47.1,0.1,0.4,18.2,1.4,1.7,84.7,2.1,4.5,1,0.4129554655870445,18.9
1065,75,3.5,8.7,40.5,0.7,2.0,32.5,1.7,2.3,75.1,0.8,1.7,0,0.39330543933054396,14.799999999999997
1066,79,2.5,6.4,39.5,0.0,0.3,13.0,1.2,1.6,75.0,0.6,1.9,1,0.2680851063829787,12.7
1067,81,3.1,7.4,41.5,0.6,1.9,29.3,1.4,1.7,80.7,0.3,1.8,1,0.34763948497854075,13.699999999999998
1068,82,3.8,9.0,42.4,0.7,2.0,35.0,1.2,1.6,72.9,0.2,1.3,1,0.4797979797979798,13.6
1069,71,3.6,8.5,42.0,0.4,1.1,36.4,1.5,1.9,77.4,0.5,1.3,1,0.46632124352331605,11.600000000000001
1070,48,2.3,4.9,47.6,0.2,0.5,38.5,0.9,1.3,68.3,1.2,2.5,1,0.296875,10.8
1071,45,4.5,11.4,39.9,1.4,3.9,35.2,1.4,1.7,80.8,0.8,3.4,0,0.3641975308641976,19.400000000000002
